anime,end,information,score,start
Tantei Opera Milky Holmes Dai 2 Maku,2012,"|TV (12 eps)|Jan 2012 - Mar 2012|16,040 members|",7.23,2012
Utawarerumono OVA,2010,"|OVA (3 eps)|Jun 2009 - Jun 2010|18,208 members|",7.23,2009
Xue Ying Ling Zhu,2019,"|ONA (26 eps)|Dec 2018 - Jun 2019|1,697 members|",7.23,2018
Yawara!: Zutto Kimi no Koto ga...,1996,"|Special (1 eps)|Jul 1996 - Jul 1996|1,898 members|",7.23,1996
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,2010,"|OVA (1 eps)|Jul 2010 - Jul 2010|6,032 members|",7.23,2010
Oseam,2003,"|Movie (1 eps)|May 2003 - May 2003|5,467 members|",7.22,2003
Puchimas!!: Petit Petit iDOLM@STER,2014,"|ONA (74 eps)|Apr 2014 - Jun 2014|7,548 members|",7.22,2014
Rurouni Kenshin Recap,1997,"|Special (1 eps)|Jul 1997 - Jul 1997|7,338 members|",7.22,1997
Seikai no Monshou Special,2000,"|Special (1 eps)|Apr 2000 - Apr 2000|3,260 members|",7.22,2000
Taiho Shichau zo: Full Throttle,2008,"|TV (23 eps)|Oct 2007 - Mar 2008|7,744 members|",7.22,2007
The Cockpit,1994,"|OVA (3 eps)|Oct 1993 - Jan 1994|9,421 members|",7.22,1993
UQ Holder!: Mahou Sensei Negima! 2 (OVA),2018,"|OVA (3 eps)|Sep 2017 - Jun 2018|17,600 members|",7.22,2017
Wagaya no Oinari-sama.,2008,"|TV (24 eps)|Apr 2008 - Sep 2008|28,894 members|",7.22,2008
Xue Ying Ling Zhu Zhi Qi Yu Pian,2020,|ONA (4 eps)|Jan 2020 - Jan 2020|784 members|,7.22,2020
Yeon-ae Halujeon,2018,"|ONA (10 eps)|Jan 2018 - Feb 2018|1,583 members|",7.22,2018
Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,2008,"|Movie (1 eps)|Nov 2008 - Nov 2008|3,975 members|",7.22,2008
Ansatsu Kyoushitsu: Jump Festa 2013 Special,2013,"|Special (1 eps)|Oct 2013 - Oct 2013|62,883 members|",7.22,2013
Baki,2018,"|ONA (26 eps)|Jun 2018 - Dec 2018|157,531 members|",7.22,2018
D4DJ: First Mix,NA,"|TV (? eps)|Oct 2020 - |7,995 members|",7.22,2020
Dae Jang Geum: Jang Geum's Dream,2006,"|TV (26 eps)|Oct 2005 - Apr 2006|2,754 members|",7.22,2005
Dead Leaves,2004,"|Movie (1 eps)|Jan 2004 - Jan 2004|69,221 members|",7.22,2004
Denki-gai no Honya-san,2014,"|TV (12 eps)|Oct 2014 - Dec 2014|106,762 members|",7.22,2014
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,2008,"|OVA (1 eps)|2008 - 2008|10,589 members|",7.22,2008
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,2016,"|Movie (1 eps)|Mar 2016 - Mar 2016|2,330 members|",7.22,2016
Doraemon: Nobita's the Night Before a Wedding,1999,"|Movie (1 eps)|Mar 1999 - Mar 1999|1,945 members|",7.22,1999
Fairy Tail x Rave,2013,"|OVA (1 eps)|Aug 2013 - Aug 2013|99,846 members|",7.22,2013
Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,2019,"|Special (1 eps)|Aug 2019 - Aug 2019|40,319 members|",7.22,2019
Flag,2007,"|ONA (13 eps)|Jun 2006 - Mar 2007|16,542 members|",7.22,2006
Harukanaru Toki no Naka de: Maihitoyo,2006,"|Movie (1 eps)|Aug 2006 - Aug 2006|5,185 members|",7.22,2006
Hitsugi no Chaika: Avenging Battle,2014,"|TV (10 eps)|Oct 2014 - Dec 2014|163,840 members|",7.22,2014
Joukamachi no Dandelion,2015,"|TV (12 eps)|Jul 2015 - Sep 2015|129,897 members|",7.22,2015
Kaitou Joker 2nd Season,2015,"|TV (13 eps)|Apr 2015 - Jun 2015|4,823 members|",7.22,2015
Kiddy Grade,2003,"|TV (24 eps)|Oct 2002 - Mar 2003|39,803 members|",7.22,2002
Kuromukuro,2016,"|TV (26 eps)|Apr 2016 - Sep 2016|107,288 members|",7.22,2016
Kyoro-chan,2001,"|TV (91 eps)|Jul 1999 - Mar 2001|2,087 members|",7.22,1999
Lupin III: Chi no Kokuin - Eien no Mermaid,2011,"|Special (1 eps)|Dec 2011 - Dec 2011|5,360 members|",7.22,2011
Mama wa Shougaku 4 Nensei,1992,"|TV (51 eps)|Jan 1992 - Dec 1992|4,102 members|",7.22,1992
Maria-sama ga Miteru 4th Specials,2009,"|Special (11 eps)|Mar 2009 - Aug 2009|4,886 members|",7.22,2009
Moyashimon Returns,2012,"|TV (11 eps)|Jul 2012 - Sep 2012|22,005 members|",7.22,2012
Mudai,2015,"|Music (1 eps)|May 2015 - May 2015|4,022 members|",7.22,2015
Music S.T.A.R.T!!,2013,"|Music (1 eps)|Nov 2013 - Nov 2013|10,605 members|",7.22,2013
Myself; Yourself,2007,"|TV (13 eps)|Oct 2007 - Dec 2007|161,124 members|",7.22,2007
A3! Season Autumn & Winter,2020,"|TV (12 eps)|Oct 2020 - Dec 2020|9,712 members|",7.21,2020
"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",2014,"|Special (1 eps)|Aug 2014 - Aug 2014|37,917 members|",7.21,2014
Bakuman.: Deraman.,2013,"|Special (2 eps)|Sep 2012 - Jan 2013|13,890 members|",7.21,2012
Biohazard: Damnation,2012,"|Movie (1 eps)|Sep 2012 - Sep 2012|19,465 members|",7.21,2012
Black Jack: Futari no Kuroi Isha,2005,"|Movie (1 eps)|Dec 2005 - Dec 2005|4,029 members|",7.21,2005
Blood-C: The Last Dark,2012,"|Movie (1 eps)|Jun 2012 - Jun 2012|70,559 members|",7.21,2012
Cencoroll,2009,"|Movie (1 eps)|Jul 2009 - Jul 2009|82,561 members|",7.21,2009
D.N.Angel,2003,"|TV (26 eps)|Apr 2003 - Sep 2003|165,008 members|",7.21,2003
Days (TV),2016,"|TV (24 eps)|Jul 2016 - Dec 2016|106,032 members|",7.21,2016
Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,2003,"|OVA (1 eps)|2003 - 2003|12,660 members|",7.21,2003
Digimon Adventure tri. 5: Kyousei,2017,"|Movie (1 eps)|Sep 2017 - Sep 2017|38,266 members|",7.21,2017
Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,2001,"|Movie (1 eps)|Mar 2001 - Mar 2001|3,038 members|",7.21,2001
Genius Party,2007,"|Movie (7 eps)|Jul 2007 - Jul 2007|30,170 members|",7.21,2007
High School Fleet OVA,2017,"|OVA (2 eps)|Mar 2017 - May 2017|15,557 members|",7.21,2017
Ihatov Gensou: Kenji no Haru,1996,"|Movie (1 eps)|Dec 1996 - Dec 1996|6,086 members|",7.21,1996
Irregular Hunter X: The Day of Sigma,2005,"|OVA (1 eps)|Dec 2005 - Dec 2005|9,728 members|",7.21,2005
Kara no Kyoukai 8: Shuushou,2011,"|Special (1 eps)|Feb 2011 - Feb 2011|84,916 members|",7.21,2011
Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,2018,"|OVA (1 eps)|Jul 2018 - Jul 2018|19,712 members|",7.21,2018
Kimi ni Todoke 2nd Season: Kataomoi,2011,"|Special (1 eps)|Jan 2011 - Jan 2011|55,197 members|",7.21,2011
Kujira no Kora wa Sajou ni Utau,2017,"|TV (12 eps)|Oct 2017 - Dec 2017|157,687 members|",7.21,2017
Kuroshitsuji Recap,2009,"|Special (1 eps)|Jan 2009 - Jan 2009|32,376 members|",7.21,2009
Long Zhi Gu: Poxiao Qibing,2014,"|Movie (1 eps)|Jul 2014 - Jul 2014|4,206 members|",7.21,2014
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,2001,"|Special (1 eps)|Apr 2001 - Apr 2001|47,781 members|",7.21,2001
Masuda Kousuke Gekijou Gag Manga Biyori,2005,"|TV (12 eps)|Feb 2005 - Apr 2005|7,813 members|",7.21,2005
Mobile Suit Gundam 00: Tenshitachi no Kiseki,2008,"|Special (1 eps)|Sep 2008 - Sep 2008|6,304 members|",7.21,2008
"Mogyutto ""Love"" de Sekkinchuu!",2012,"|Music (1 eps)|Feb 2012 - Feb 2012|11,617 members|",7.21,2012
Nyan Koi!,2009,"|TV (12 eps)|Oct 2009 - Dec 2009|219,092 members|",7.21,2009
Ojamajo Doremi,2000,"|TV (51 eps)|Feb 1999 - Jan 2000|38,235 members|",7.21,1999
One Piece: Glorious Island,2012,"|Special (2 eps)|Dec 2012 - Dec 2012|21,109 members|",7.21,2012
Ookiku Furikabutte: Natsu no Scorebook,2010,"|OVA (2 eps)|Mar 2010 - Mar 2010|3,240 members|",7.21,2010
Papa no Iukoto wo Kikinasai!: Pokkapoka,2012,"|Special (1 eps)|Jul 2012 - Jul 2012|34,370 members|",7.21,2012
Phi Brain: Kami no Puzzle,2012,"|TV (25 eps)|Oct 2011 - Apr 2012|94,017 members|",7.21,2011
Pokemon Diamond & Pearl,2010,"|TV (191 eps)|Sep 2006 - Sep 2010|98,200 members|",7.21,2006
Rockman.EXE Movie: Hikari to Yami no Program,2005,"|Movie (1 eps)|Mar 2005 - Mar 2005|3,728 members|",7.21,2005
Rokudenashi Majutsu Koushi to Akashic Records,2017,"|TV (12 eps)|Apr 2017 - Jun 2017|451,744 members|",7.21,2017
Ruru-chan no Jisatsu Haishin,2020,|Music (1 eps)|Jan 2020 - Jan 2020|752 members|,7.21,2020
Sentou Mecha Xabungle,1983,"|TV (50 eps)|Feb 1982 - Jan 1983|3,689 members|",7.21,1982
Shakugan no Shana-tan II (Second),2009,"|Special (3 eps)|Jan 2008 - Oct 2009|39,535 members|",7.21,2008
Slayers Premium,2001,"|Movie (1 eps)|Dec 2001 - Dec 2001|16,918 members|",7.21,2001
Suisei no Gargantia Specials,2013,"|Special (2 eps)|Aug 2013 - Oct 2013|35,641 members|",7.21,2013
Tears to Tiara,2009,"|TV (26 eps)|Apr 2009 - Sep 2009|68,502 members|",7.21,2009
Tenchi Muyou! in Love 2: Haruka Naru Omoi,1999,"|Movie (1 eps)|Apr 1999 - Apr 1999|13,690 members|",7.21,1999
The iDOLM@STER Shiny Festa,2012,"|OVA (3 eps)|Oct 2012 - Oct 2012|15,321 members|",7.21,2012
Tokyo Marble Chocolate,2007,"|OVA (2 eps)|Dec 2007 - Dec 2007|22,046 members|",7.21,2007
Uta no☆Prince-sama♪ Maji Love Legend Star,2016,"|TV (13 eps)|Oct 2016 - Dec 2016|31,550 members|",7.21,2016
Vandread,2000,"|TV (13 eps)|Oct 2000 - Dec 2000|72,450 members|",7.21,2000
Video Girl Ai,1992,"|OVA (6 eps)|Mar 1992 - Aug 1992|22,463 members|",7.21,1992
"Wake Up, Girls! Beyond the Bottom",2015,"|Movie (1 eps)|Dec 2015 - Dec 2015|6,769 members|",7.21,2015
Yu☆Gi☆Oh!,1998,"|TV (27 eps)|Apr 1998 - Oct 1998|172,081 members|",7.21,1998
Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,1994,"|Movie (1 eps)|Apr 1994 - Apr 1994|21,673 members|",7.21,1994
Nogizaka Haruka no Himitsu: Purezza,2009,"|TV (12 eps)|Oct 2009 - Dec 2009|62,396 members|",7.2,2009
Onegai My Melody: Kuru Kuru Shuffle!,2007,"|TV (52 eps)|Apr 2006 - Mar 2007|3,368 members|",7.2,2006
Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,2002,"|Movie (1 eps)|Jul 2002 - Jul 2002|84,626 members|",7.2,2002
Pokemon Movie 21: Minna no Monogatari,2018,"|Movie (1 eps)|Jul 2018 - Jul 2018|20,590 members|",7.2,2018
Rain Town,2011,"|ONA (1 eps)|Mar 2011 - Mar 2011|19,246 members|",7.2,2011
Rumiko Takahashi Anthology,2003,"|TV (13 eps)|Jul 2003 - Sep 2003|5,631 members|",7.2,2003
Ryuugajou Nanana no Maizoukin (TV),2014,"|TV (11 eps)|Apr 2014 - Jun 2014|190,973 members|",7.2,2014
Sarusuberi: Miss Hokusai,2015,"|Movie (1 eps)|May 2015 - May 2015|25,108 members|",7.2,2015
Sayonara Gokko,2019,"|Music (1 eps)|Feb 2019 - Feb 2019|2,545 members|",7.2,2019
Sentou Yousei Yukikaze,2005,"|OVA (5 eps)|Aug 2002 - Aug 2005|15,117 members|",7.2,2002
Shin Shirayuki-hime Densetsu Prétear,2001,"|TV (13 eps)|Apr 2001 - Jun 2001|52,475 members|",7.2,2001
Shinkyoku Soukai Polyphonica Crimson S,2009,"|TV (12 eps)|Apr 2009 - Jun 2009|22,124 members|",7.2,2009
SSSS.Gridman,2018,"|TV (12 eps)|Oct 2018 - Dec 2018|190,907 members|",7.2,2018
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,2017,"|OVA (1 eps)|Jan 2017 - Jan 2017|66,195 members|",7.2,2017
Terra Formars: Bugs 2-hen,2014,"|OVA (2 eps)|Aug 2014 - Nov 2014|31,724 members|",7.2,2014
The iDOLM@STER SideM,2017,"|TV (13 eps)|Oct 2017 - Dec 2017|16,699 members|",7.2,2017
Tonari no Yamada-kun,1999,"|Movie (1 eps)|Jul 1999 - Jul 1999|32,189 members|",7.2,1999
Wo Shi Jiang Xiaobai (2018),2018,"|ONA (1 eps)|May 2018 - May 2018|2,069 members|",7.2,2018
Arabian Nights: Sindbad no Bouken (TV),1976,"|TV (52 eps)|Oct 1975 - Sep 1976|5,145 members|",7.2,1975
Boku dake ga Inai Machi Recaps,2016,"|ONA (1 eps)|Feb 2016 - Feb 2016|21,369 members|",7.2,2016
Burn the Witch,2020,"|Movie (3 eps)|Oct 2020 - Oct 2020|109,747 members|",7.2,2020
Chibi Maruko-chan (1995),NA,"|TV (? eps)|Jan 1995 - |2,904 members|",7.2,1995
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,1997,"|Movie (1 eps)|Apr 1997 - Apr 1997|3,966 members|",7.2,1997
Diamond Fusion,2018,"|Music (1 eps)|Apr 2018 - Apr 2018|1,683 members|",7.2,2018
Dokidoki♡Densetsu: Mahoujin Guruguru,2000,"|TV (38 eps)|Apr 2000 - Dec 2000|3,234 members|",7.2,2000
Doraemon Movie 05: Nobita no Makai Daibouken,1984,"|Movie (1 eps)|Mar 1984 - Mar 1984|2,852 members|",7.2,1984
Double Decker! Doug & Kirill: Extra,2019,"|Special (3 eps)|Feb 2019 - Apr 2019|5,358 members|",7.2,2019
Druaga no Tou: The Aegis of Uruk,2008,"|TV (12 eps)|Apr 2008 - Jun 2008|102,860 members|",7.2,2008
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",2005,"|Special (1 eps)|Apr 2005 - Apr 2005|163,517 members|",7.2,2005
Ganbarist! Shun,1997,"|TV (30 eps)|Jul 1996 - Mar 1997|2,731 members|",7.2,1996
Gugure! Kokkuri-san Specials,2015,"|Special (11 eps)|Dec 2014 - May 2015|12,043 members|",7.2,2014
Guin Saga,2009,"|TV (26 eps)|Apr 2009 - Sep 2009|37,624 members|",7.2,2009
Hellsing: The Dawn,2012,"|Special (3 eps)|Jul 2011 - Dec 2012|72,371 members|",7.2,2011
Higurashi no Naku Koro ni Special: Nekogoroshi-hen,2007,"|Special (1 eps)|Aug 2007 - Aug 2007|63,931 members|",7.2,2007
Hokuto no Ken Movie,1986,"|Movie (1 eps)|Mar 1986 - Mar 1986|16,515 members|",7.2,1986
Hunter x Hunter Pilot,1998,"|OVA (1 eps)|1998 - 1998|20,015 members|",7.2,1998
Kaitou Joker 3rd Season,2016,"|TV (13 eps)|Apr 2016 - Jun 2016|3,796 members|",7.2,2016
Kaze no Youjinbou,2002,"|TV (25 eps)|Oct 2001 - Mar 2002|10,480 members|",7.2,2001
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,2006,"|Special (26 eps)|Sep 2004 - Sep 2006|18,251 members|",7.2,2004
Love Hina Final Selection,2001,"|OVA (1 eps)|Sep 2001 - Sep 2001|27,917 members|",7.2,2001
Mangaka-san to Assistant-san to The Animation,2014,"|TV (12 eps)|Apr 2014 - Jun 2014|215,046 members|",7.2,2014
Monster Musume no Iru Nichijou OVA,2017,"|OVA (2 eps)|Nov 2016 - Apr 2017|75,853 members|",7.2,2016
Mouryou no Hako,2008,"|TV (13 eps)|Oct 2008 - Dec 2008|52,022 members|",7.2,2008
.hack//Quantum,2011,"|OVA (3 eps)|Jan 2011 - Apr 2011|36,068 members|",7.19,2011
30-pun de Wakaru! Kore made no Love Live!,2015,"|ONA (2 eps)|Apr 2015 - May 2015|8,213 members|",7.19,2015
7 Seeds 2nd Season,2020,"|ONA (12 eps)|Mar 2020 - Mar 2020|27,438 members|",7.19,2020
A Day Before Us,2019,"|ONA (19 eps)|May 2018 - Aug 2019|2,311 members|",7.19,2018
Aoharu x Kikanjuu,2015,"|TV (12 eps)|Jul 2015 - Sep 2015|179,881 members|",7.19,2015
Black Bullet,2014,"|TV (13 eps)|Apr 2014 - Jul 2014|684,069 members|",7.19,2014
Denpa Onna to Seishun Otoko,2011,"|TV (12 eps)|Apr 2011 - Jul 2011|244,850 members|",7.19,2011
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,2014,"|Movie (1 eps)|Mar 2014 - Mar 2014|3,231 members|",7.19,2014
Dragon Ball: Episode of Bardock,2011,"|Special (1 eps)|Dec 2011 - Dec 2011|76,736 members|",7.19,2011
Galaxy Angel Z,2002,"|TV (9 eps)|Feb 2002 - Mar 2002|8,624 members|",7.19,2002
Girls & Panzer Specials,2013,"|Special (6 eps)|Dec 2012 - Jun 2013|28,879 members|",7.19,2012
Goblin Slayer: Goblin's Crown,2020,"|Movie (1 eps)|Feb 2020 - Feb 2020|131,110 members|",7.19,2020
GS Mikami,1994,"|TV (45 eps)|Apr 1993 - Mar 1994|9,598 members|",7.19,1993
Himouto! Umaru-chan,2015,"|TV (12 eps)|Jul 2015 - Sep 2015|464,934 members|",7.19,2015
Kenran Butou Sai: The Mars Daybreak,2004,"|TV (26 eps)|Apr 2004 - Sep 2004|18,523 members|",7.19,2004
Kimi ga Aruji de Shitsuji ga Ore de,2008,"|TV (13 eps)|Jan 2008 - Mar 2008|98,452 members|",7.19,2008
Kyoukai no Rinne (TV) 2nd Season,2016,"|TV (25 eps)|Apr 2016 - Sep 2016|28,992 members|",7.19,2016
Love Live! School Idol Festival All Stars,2018,"|ONA (1 eps)|Sep 2018 - Sep 2018|3,137 members|",7.19,2018
Madan no Ou to Vanadis,2014,"|TV (13 eps)|Oct 2014 - Dec 2014|256,971 members|",7.19,2014
Mahoromatic: Automatic Maiden,2001,"|TV (12 eps)|Oct 2001 - Dec 2001|52,637 members|",7.19,2001
Mikan Enikki,1993,"|TV (30 eps)|Oct 1992 - Jun 1993|2,175 members|",7.19,1992
One Piece: Jango no Dance Carnival,2001,"|Movie (1 eps)|Mar 2001 - Mar 2001|30,006 members|",7.19,2001
Onegai☆Teacher,2002,"|TV (12 eps)|Jan 2002 - Mar 2002|144,668 members|",7.19,2002
Ookami Shoujo to Kuro Ouji,2014,"|TV (12 eps)|Oct 2014 - Dec 2014|321,477 members|",7.19,2014
Pumpkin Scissors,2007,"|TV (24 eps)|Oct 2006 - Mar 2007|35,109 members|",7.19,2006
Rokujouma no Shinryakusha!? (TV),2014,"|TV (12 eps)|Jul 2014 - Sep 2014|145,528 members|",7.19,2014
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,2010,"|Special (1 eps)|Jan 2010 - Jan 2010|11,678 members|",7.19,2010
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,2006,"|OVA (1 eps)|Dec 2006 - Dec 2006|31,872 members|",7.19,2006
Shin Taketori Monogatari: 1000-nen Joou,1982,"|TV (42 eps)|Apr 1981 - Mar 1982|3,936 members|",7.19,1981
Toaru Hikuushi e no Koiuta,2014,"|TV (13 eps)|Jan 2014 - Mar 2014|84,783 members|",7.19,2014
Toushou Daimos,1979,"|TV (44 eps)|Apr 1978 - Jan 1979|4,476 members|",7.19,1978
Trinity Seven,2014,"|TV (12 eps)|Oct 2014 - Dec 2014|576,033 members|",7.19,2014
One Piece Movie 2: Nejimaki-jima no Daibouken,2001,"|Movie (1 eps)|Mar 2001 - Mar 2001|63,122 members|",7.18,2001
One Piece: Yume no Soccer Ou!,2002,"|Movie (1 eps)|Mar 2002 - Mar 2002|33,382 members|",7.18,2002
Qin Shi Ming Yue: Tian Xing Jiu Ge,2018,"|ONA (60 eps)|Mar 2016 - Jul 2018|1,160 members|",7.18,2016
Saishuu Heiki Kanojo,2002,"|TV (13 eps)|Jul 2002 - Sep 2002|81,718 members|",7.18,2002
Seimei no Kagaku: Micro Patrol,1986,"|OVA (26 eps)|1986 - 1986|1,998 members|",7.18,1986
Servamp Movie: Alice in the Garden,2018,"|Movie (1 eps)|Apr 2018 - Apr 2018|16,599 members|",7.18,2018
Shikioriori,2018,"|Movie (3 eps)|Aug 2018 - Aug 2018|89,556 members|",7.18,2018
Shin Hakkenden,1999,"|TV (26 eps)|Apr 1999 - Sep 1999|4,860 members|",7.18,1999
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,2014,"|Special (1 eps)|Feb 2014 - Feb 2014|27,003 members|",7.18,2014
Tales of Symphonia The Animation: Sylvarant-hen,2007,"|OVA (4 eps)|Jun 2007 - Dec 2007|46,733 members|",7.18,2007
Tenchi Muyou! GXP,2002,"|TV (26 eps)|Apr 2002 - Sep 2002|25,662 members|",7.18,2002
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,2011,"|Special (2 eps)|Aug 2011 - Oct 2011|4,117 members|",7.18,2011
The iDOLM@STER Prologue SideM: Episode of Jupiter,2017,"|Special (1 eps)|Oct 2017 - Oct 2017|5,043 members|",7.18,2017
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,2017,"|OVA (1 eps)|Nov 2017 - Nov 2017|29,481 members|",7.18,2017
Tokimeki Tonight,1983,"|TV (34 eps)|Oct 1982 - Sep 1983|6,747 members|",7.18,1982
Ultra Maniac,2003,"|TV (26 eps)|May 2003 - Nov 2003|27,248 members|",7.18,2003
Xian Wang de Richang Shenghuo,2020,"|ONA (15 eps)|Jan 2020 - Mar 2020|47,351 members|",7.18,2020
Youkai Apartment no Yuuga na Nichijou,2017,"|TV (26 eps)|Jul 2017 - Dec 2017|54,947 members|",7.18,2017
Yuan Long,2020,"|ONA (16 eps)|Jul 2020 - Oct 2020|1,148 members|",7.18,2020
Blood Lad: Wagahai wa Neko de wa Nai,2013,"|OVA (1 eps)|Dec 2013 - Dec 2013|87,597 members|",7.18,2013
Buddy Complex,2014,"|TV (13 eps)|Jan 2014 - Mar 2014|70,801 members|",7.18,2014
Cardfight!! Vanguard: Link Joker-hen,2014,"|TV (59 eps)|Jan 2013 - Mar 2014|16,357 members|",7.18,2013
Dantalian no Shoka: Ibarahime,2012,"|OVA (1 eps)|Aug 2012 - Aug 2012|19,236 members|",7.18,2012
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,2011,"|TV (24 eps)|Apr 2011 - Sep 2011|21,418 members|",7.18,2011
Dirty Pair,1985,"|TV (24 eps)|Jul 1985 - Dec 1985|21,073 members|",7.18,1985
Galaxy Angel 3 Specials,2003,"|Special (2 eps)|Nov 2003 - Nov 2003|3,234 members|",7.18,2003
Garo: Vanishing Line,2018,"|TV (24 eps)|Oct 2017 - Mar 2018|57,798 members|",7.18,2017
Gear Fighter Dendoh,2001,"|TV (38 eps)|Oct 2000 - Jun 2001|2,609 members|",7.18,2000
Genshiken Nidaime OVA,2013,"|OVA (1 eps)|Dec 2013 - Dec 2013|14,775 members|",7.18,2013
Gingitsune,2013,"|TV (12 eps)|Oct 2013 - Dec 2013|48,735 members|",7.18,2013
Gundam Build Fighters: GM no Gyakushuu,2017,"|ONA (1 eps)|Aug 2017 - Aug 2017|6,830 members|",7.18,2017
Gyakusatsu Kikan,2017,"|Movie (1 eps)|Feb 2017 - Feb 2017|35,833 members|",7.18,2017
Hayate no Gotoku! Heaven Is a Place on Earth,2011,"|Movie (1 eps)|Aug 2011 - Aug 2011|31,946 members|",7.18,2011
HeatGuy J,2003,"|TV (25 eps)|Oct 2002 - Mar 2003|15,350 members|",7.18,2002
Inazuma Eleven Go: Chrono Stone,2013,"|TV (51 eps)|Apr 2012 - May 2013|35,673 members|",7.18,2012
JoJo no Kimyou na Bouken: Adventure,2002,"|OVA (7 eps)|May 2000 - Jan 2002|52,798 members|",7.18,2000
Kakumeiki Valvrave,2013,"|TV (12 eps)|Apr 2013 - Jun 2013|141,390 members|",7.18,2013
"Kokoro Magic ""A to Z""",2019,"|Music (1 eps)|Oct 2019 - Oct 2019|1,991 members|",7.18,2019
Kyousou Giga (2012),2012,"|ONA (5 eps)|Aug 2012 - Dec 2012|24,409 members|",7.18,2012
Mahoromatic: Motto Utsukushii Mono,2003,"|TV (14 eps)|Sep 2002 - Jan 2003|28,394 members|",7.18,2002
Mahou Senshi Louie,2001,"|TV (24 eps)|Apr 2001 - Sep 2001|17,933 members|",7.18,2001
Moonlight Mile 1st Season: Lift Off,2007,"|TV (12 eps)|Mar 2007 - May 2007|9,090 members|",7.18,2007
Aoi Hana,2009,"|TV (11 eps)|Jul 2009 - Sep 2009|76,220 members|",7.17,2009
Arte,2020,"|TV (12 eps)|Apr 2020 - Jun 2020|75,064 members|",7.17,2020
Boku no Chikyuu wo Mamotte,1994,"|OVA (6 eps)|Dec 1993 - Sep 1994|13,013 members|",7.17,1993
Boogiepop wa Warawanai,2000,"|TV (12 eps)|Jan 2000 - Mar 2000|90,061 members|",7.17,2000
Cat's Eye,1985,"|TV (73 eps)|Jul 1983 - Jul 1985|14,032 members|",7.17,1983
Choujigen Game Neptune The Animation: Nep no Natsuyasumi,2019,"|OVA (1 eps)|Jul 2019 - Jul 2019|9,200 members|",7.17,2019
Chuunibyou demo Koi ga Shitai! Ren Lite,2014,"|ONA (6 eps)|Dec 2013 - Mar 2014|63,480 members|",7.17,2013
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,2013,"|Special (1 eps)|Dec 2013 - Dec 2013|14,180 members|",7.17,2013
Cyber City Oedo 808,1991,"|OVA (3 eps)|Jun 1990 - Oct 1991|19,226 members|",7.17,1990
Cyborg 009 (1979),1980,"|TV (50 eps)|Mar 1979 - Mar 1980|7,111 members|",7.17,1979
D.C.if: Da Capo if,2009,"|OVA (2 eps)|Dec 2008 - Mar 2009|14,207 members|",7.17,2008
Doraemon: 2112-nen Doraemon Tanjou,1995,"|Movie (1 eps)|Mar 1995 - Mar 1995|2,996 members|",7.17,1995
Gunslinger Girl: Il Teatrino,2008,"|TV (13 eps)|Jan 2008 - Apr 2008|52,867 members|",7.17,2008
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,2012,"|OVA (1 eps)|Nov 2012 - Nov 2012|25,499 members|",7.17,2012
Hakuouki Reimeiroku Tokuten Disc,2013,"|OVA (2 eps)|May 2013 - May 2013|3,820 members|",7.17,2013
"Hetalia Axis Powers Movie: Paint it, White",2010,"|Movie (1 eps)|Jun 2010 - Jun 2010|51,683 members|",7.17,2010
Heya Camp△,2020,"|TV (12 eps)|Jan 2020 - Mar 2020|60,323 members|",7.17,2020
Junketsu no Maria,2015,"|TV (12 eps)|Jan 2015 - Mar 2015|127,195 members|",7.17,2015
Karin,2006,"|TV (24 eps)|Nov 2005 - May 2006|151,190 members|",7.17,2005
